2024-08-19 23:56:54, 28.69, 21.46
2024-08-19 23:56:56, 63.42, 20.08
2024-08-19 23:56:58, 34.71, 21.77
2024-08-19 23:57:00, 74.55, 28.33
2024-08-19 23:57:02, 23.16, 28.22
2024-08-20 00:04:53, 30.39, 24.15
2024-08-20 00:04:55, 64.07, 22.52
2024-08-20 00:04:57, 65.16, 20.67
2024-08-20 00:06:23, 38.26, 29.58
2024-08-20 00:06:25, 57.97, 20.28
2024-08-20 00:06:27, 37.29, 28.47
2024-08-20 00:06:29, 15.99, 20.61
2024-08-20 00:06:31, 83.75, 25.41
2024-08-20 00:06:33, 65.76, 25.39
2024-08-20 00:06:35, 64.8, 27.76
2024-08-20 00:06:37, 92.42, 28.77
2024-08-20 00:06:39, 77.95, 21.06
2024-08-20 00:06:41, 53.98, 24.51
2024-08-20 00:06:43, 47.87, 23.64
2024-08-20 00:06:45, 65.52, 24.05
2024-08-20 00:06:47, 31.55, 28.16
2024-08-20 00:06:49, 63.9, 23.54
2024-08-20 00:06:51, 81.15, 29.36
2024-08-20 00:06:53, 51.04, 28.21
2024-08-20 00:06:55, 69.29, 20.6
2024-08-20 00:07:03, 21.61, 29.92
2024-08-20 00:07:03, 91.54, 27.23
2024-08-20 00:07:03, 14.79, 22.47
2024-08-20 00:07:03, 97.84, 28.47
2024-08-20 00:07:03, 28.05, 20.9
2024-08-20 00:07:03, 49.96, 29.32
2024-08-20 00:07:03, 75.29, 24.8
2024-08-20 00:07:03, 62.96, 21.61
2024-08-20 00:07:03, 24.1, 21.81
2024-08-20 00:07:03, 83.94, 29.76
2024-08-20 00:07:03, 90.13, 24.9
2024-08-20 00:07:03, 85.81, 21.13
2024-08-20 00:07:03, 51.38, 23.87
2024-08-20 00:07:03, 54.34, 23.65
2024-08-20 00:07:03, 85.41, 26.53
2024-08-20 00:07:03, 73.51, 22.06
2024-08-20 00:07:03, 54.55, 21.58
2024-08-20 00:07:03, 36.93, 25.57
2024-08-20 00:07:03, 46.16, 25.15
2024-08-20 00:07:03, 91.47, 28.12
2024-08-20 00:07:03, 28.36, 29.15
2024-08-20 00:07:03, 15.48, 28.76
2024-08-20 00:07:03, 87.15, 28.78
2024-08-20 00:07:03, 60.14, 24.84
2024-08-20 00:07:03, 87.0, 21.57
2024-08-20 00:07:03, 67.38, 25.8
2024-08-20 00:07:03, 94.88, 26.3
2024-08-20 00:07:03, 11.52, 22.0
2024-08-20 00:07:03, 49.97, 20.79
2024-08-20 00:07:03, 32.71, 25.42
2024-08-20 00:07:03, 60.29, 27.0
2024-08-20 00:07:03, 82.15, 24.37
2024-08-20 00:07:03, 21.18, 22.85
2024-08-20 00:07:03, 50.65, 24.96
2024-08-20 00:07:03, 22.38, 24.25
2024-08-20 00:07:03, 67.33, 26.49
2024-08-20 00:07:03, 58.88, 26.14
2024-08-20 00:07:03, 42.18, 26.95
2024-08-20 00:07:03, 69.19, 27.56
2024-08-20 00:07:03, 66.57, 28.4
2024-08-20 00:07:03, 97.92, 27.23
2024-08-20 00:07:03, 30.04, 22.91
2024-08-20 00:07:03, 29.46, 20.82
